Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2016500116364,2,1,1,1,35,6,3,0,0,0,0,0,97,2,6
2016500116371,2,1,1,2,42,7,3,0,0,0,0,0,9,1,4
2016500116391,1,1,1,1,20,4,2,0,0,0,0,0,9,1,1
2016500116391,2,2,1,1,36,7,2,0,0,0,0,0,9,1,3
2016500116398,1,1,1,1,20,4,3,0,0,0,0,0,9,1,1
2016500116411,1,1,3,2,12,3,3,5,9,0,0,0,0,1,6
2016500116411,1,2,3,2,12,3,3,5,9,0,0,0,0,1,6
2016500116411,1,3,3,2,12,3,3,5,9,0,0,0,0,1,6
2016500116427,1,1,1,2,57,9,3,0,0,0,0,0,9,3,5
2016500116458,2,1,1,1,51,8,3,0,0,0,0,0,1,1,6
2016500116493,1,1,1,1,16,4,3,0,0,0,0,0,4,3,3
2016500116510,2,1,1,1,70,10,3,0,0,0,0,0,3,1,7
2016500116548,1,1,3,2,63,9,2,4,7,0,0,0,0,1,6
2016500116728,1,1,1,1,24,5,2,0,0,0,0,0,9,3,4
2016500116728,2,2,1,1,67,10,3,0,0,0,0,0,11,2,5
2016500116754,2,1,1,1,20,4,3,0,0,0,0,0,4,3,6
2016500116774,1,1,1,1,85,11,2,0,0,0,0,0,9,3,5
2016500116774,2,2,1,1,25,5,2,0,0,0,0,0,9,2,7
2016500116774,2,3,2,2,25,5,3,0,0,2,0,0,9,3,9
2016500116892,2,1,1,2,22,5,3,0,0,0,0,0,9,1,1
2016500117232,2,1,1,1,39,7,3,0,0,0,0,0,19,2,8
2016500117392,1,1,2,2,49,8,3,0,0,1,0,0,9,2,4
2016500117418,1,1,1,1,20,4,3,0,0,0,0,0,9,3,5
2016500117569,1,1,3,2,17,4,2,9,5,0,0,0,0,1,1
2016500117570,1,1,1,1,40,7,3,0,0,0,0,0,9,3,5
2016500117570,2,2,2,2,66,10,3,0,0,1,0,0,9,3,5
2016500117570,2,3,2,2,18,4,3,0,0,2,0,0,9,3,5
2016500117599,1,1,2,1,18,4,3,0,0,1,0,0,9,2,7
2016500117893,2,1,1,1,19,4,3,0,0,0,0,0,1,1,10
2016500118009,1,1,1,2,39,7,3,0,0,0,0,0,9,1,1
2016500118047,1,1,1,1,16,4,3,0,0,0,0,0,2,1,7
2016500118071,1,1,1,1,62,9,3,0,0,0,0,0,9,2,7
2016500118071,2,2,1,1,23,5,3,0,0,0,0,0,9,1,5
2016500118097,1,1,3,1,25,5,3,6,9,0,0,0,0,1,3
2016500118178,1,1,2,1,15,3,3,0,0,0,4,0,11,2,6
2016500118178,1,2,2,2,15,3,3,0,0,0,4,0,11,1,3
2016500118178,1,3,2,2,15,3,3,0,0,0,4,0,11,2,9
2016500118178,1,4,2,1,15,3,3,0,0,0,4,0,11,1,3
2016500118178,1,5,2,2,15,3,3,0,0,0,4,0,11,1,5
2016500118178,1,6,2,1,15,3,3,0,0,0,4,0,11,1,3
2016500118178,1,7,2,1,15,3,3,0,0,0,4,0,11,1,5
2016500118178,1,8,2,2,15,3,3,0,0,0,4,0,11,2,6
2016500118178,1,9,2,2,15,3,3,0,0,0,4,0,11,1,8
2016500118178,1,10,2,2,15,3,3,0,0,0,4,0,11,1,5
2016500118178,1,11,2,2,14,3,3,0,0,0,4,0,11,1,5
2016500118178,1,12,2,2,15,3,3,0,0,0,4,0,11,3,6
2016500118178,1,13,2,1,15,3,3,0,0,0,4,0,11,2,9
2016500118178,1,14,2,1,15,3,3,0,0,0,4,0,11,1,4
2016500118178,1,15,2,2,15,3,3,0,0,0,4,0,11,1,5
2016500118178,1,16,2,2,15,3,3,0,0,0,4,0,11,1,3
2016500118178,1,17,2,2,15,3,3,0,0,0,4,0,11,1,8
2016500118178,1,18,2,1,15,3,3,0,0,0,4,0,11,1,6
2016500118178,1,19,2,2,15,3,3,0,0,0,4,0,11,2,10
2016500118178,1,20,2,2,15,3,3,0,0,0,4,0,11,1,9
2016500118178,1,21,2,2,15,3,3,0,0,0,4,0,11,1,4
2016500118178,1,22,2,1,16,4,3,0,0,0,4,0,11,1,5
2016500118178,1,23,2,1,15,3,3,0,0,0,4,0,11,1,4
2016500118178,1,24,2,2,15,3,3,0,0,0,4,0,11,1,7
2016500118178,1,25,2,1,15,3,3,0,0,0,4,0,11,1,3
2016500118178,1,26,2,1,15,3,3,0,0,0,4,0,11,2,9
2016500118178,1,27,2,1,15,3,3,0,0,0,4,0,11,1,6
2016500118217,1,1,1,2,30,6,2,0,0,0,0,0,5,1,6
2016500118250,2,1,1,1,58,9,2,0,0,0,0,0,5,3,4
2016500118286,1,1,1,2,23,5,3,0,0,0,0,0,9,1,4
2016500118289,1,1,1,2,44,7,1,0,0,0,0,0,9,2,5
2016500118289,1,2,2,2,17,4,1,0,0,2,0,0,9,2,8
2016500118289,1,3,2,2,39,7,2,0,0,1,0,0,9,2,8
2016500118289,1,4,2,1,4,1,3,0,0,2,0,0,9,2,5
2016500118289,2,5,1,1,38,7,2,0,0,0,0,0,19,1,1
2016500118310,2,1,1,1,26,6,2,0,0,0,0,0,3,1,3
2016500118513,1,1,1,2,53,8,3,0,0,0,0,0,9,3,6
2016500118550,1,1,1,2,73,10,2,0,0,0,0,0,9,3,6
2016500118550,2,2,1,2,61,9,2,0,0,0,0,0,9,2,6
2016500118593,2,1,2,1,20,4,3,0,0,1,0,0,9,1,6
2016500118614,1,1,1,1,38,7,2,0,0,0,0,0,9,1,8
2016500118648,1,1,1,2,78,11,2,0,0,0,0,0,9,1,6
2016500118648,1,3,2,1,13,3,2,0,0,1,0,0,9,1,5
2016500118648,2,2,1,2,29,6,2,0,0,0,0,0,9,1,8
2016500118697,1,1,1,2,35,6,3,0,0,0,0,0,9,1,1
2016500118724,2,1,1,1,18,4,2,0,0,0,0,0,3,3,3
2016500118766,1,1,1,2,82,11,3,0,0,0,0,0,9,3,7
2016500118766,2,2,1,1,73,10,3,0,0,0,0,0,9,3,7
2016500118811,1,1,1,1,85,11,3,0,0,0,0,0,9,1,9
2016500118950,1,1,1,1,74,10,3,0,0,0,0,0,9,2,3
2016500118950,2,2,1,1,32,6,3,0,0,0,0,0,9,1,9
2016500118950,2,3,2,2,32,6,3,0,0,1,0,0,9,1,9
2016500118969,2,1,1,1,43,7,2,0,0,0,0,0,5,-1,-1
2016500119001,2,1,1,1,71,10,3,0,0,0,0,0,9,1,4
2016500119001,2,2,2,1,41,7,2,0,0,1,0,0,9,-1,-1
2016500119091,1,1,1,1,33,6,2,0,0,0,0,0,3,1,4
2016500119184,2,1,1,1,42,7,3,0,0,0,0,0,9,2,5
2016500119206,1,2,2,2,91,11,3,0,0,1,0,0,9,3,4
2016500119206,1,3,2,2,55,8,2,0,0,2,0,0,9,3,4
2016500119206,1,4,1,2,63,9,2,0,0,0,0,0,9,1,4
2016500119253,1,1,2,1,22,5,3,0,0,1,0,0,9,1,1
2016500119391,2,1,1,1,52,8,3,0,0,0,0,0,9,1,5
2016500119413,1,1,2,2,82,11,3,0,0,1,0,0,9,3,9
2016500119770,1,1,3,2,84,11,2,6,9,0,0,0,0,2,8
2016500119820,2,1,2,2,2,1,3,0,0,2,0,0,9,1,3
2016500119896,1,1,1,1,59,9,3,0,0,0,0,0,5,-1,-1
2016500119896,2,2,1,1,25,5,3,0,0,0,0,0,3,1,3
2016500119926,1,1,1,1,25,5,3,0,0,0,0,0,9,3,5
2016500119926,1,2,2,1,25,5,3,0,0,1,0,0,9,1,4
2016500119926,1,3,2,1,22,5,3,0,0,2,0,0,9,1,1
2016500119932,2,1,2,2,16,4,3,0,0,1,0,0,9,1,9
2016500119960,1,1,1,1,36,7,3,0,0,0,0,0,3,1,2
2016500120029,2,1,1,2,49,8,3,0,0,0,0,0,1,1,8
2016500120091,2,1,1,2,44,7,3,0,0,0,0,0,9,3,4
2016500120091,2,2,2,2,18,4,3,0,0,1,0,0,9,3,4
2016500120091,2,3,2,2,16,4,3,0,0,2,0,0,9,3,4
2016500120108,2,1,1,1,53,8,3,0,0,0,0,0,9,3,3
2016500120108,2,2,2,2,54,8,3,0,0,1,0,0,9,3,3
2016500120125,1,1,3,1,19,4,3,5,1,0,0,0,0,2,3
2016500120131,1,1,1,1,84,11,3,0,0,0,0,0,9,3,4
2016500120131,1,2,2,2,84,11,3,0,0,1,0,0,9,3,4
2016500120203,1,1,1,1,32,6,3,0,0,0,0,0,9,1,3
2016500120203,1,3,2,2,37,7,3,0,0,1,0,0,9,1,3
2016500120203,1,4,2,2,1,1,3,0,0,2,0,0,9,1,3
2016500120203,2,2,1,1,31,6,2,0,0,0,0,0,9,2,3
2016500120250,1,1,2,1,55,8,3,0,0,0,1,0,11,1,2
2016500120266,1,1,3,1,21,5,2,6,9,0,0,1,0,2,4
2016500120319,1,1,3,1,20,4,3,5,1,0,0,0,0,1,2
2016500120702,1,1,2,2,35,6,3,0,0,1,0,0,9,1,3
2016500120705,1,1,1,1,19,4,3,0,0,0,0,0,9,1,9
2016500120705,1,3,2,2,18,4,3,0,0,1,0,0,9,1,1
2016500120705,1,6,2,1,28,6,3,0,0,2,0,0,9,1,3
2016500120705,2,2,1,1,33,6,3,0,0,0,0,0,11,2,6
2016500120705,2,4,2,2,18,4,3,0,0,0,4,0,11,1,6
2016500120705,2,5,2,2,42,7,3,0,0,0,4,0,11,1,2
2016500120722,1,1,1,1,22,5,2,0,0,0,0,0,3,1,3
2016500120724,1,1,1,2,22,5,3,0,0,0,0,0,9,1,3
2016500120724,2,2,1,1,31,6,3,0,0,0,0,0,19,1,1
2016500120735,1,1,3,2,58,9,3,5,1,0,0,0,0,3,4
2016500120739,2,1,1,1,62,9,3,0,0,0,0,0,1,3,5
2016500120740,2,1,1,1,57,9,2,0,0,0,0,0,1,1,8
2016500120742,1,1,1,2,32,6,3,0,0,0,0,0,9,1,3
2016500120754,1,1,2,2,42,7,3,0,0,1,0,0,9,1,4
2016500120764,1,1,1,1,16,4,3,0,0,0,0,0,9,2,4
2016500120764,2,2,1,1,37,7,3,0,0,0,0,0,9,2,8
2016500120770,1,2,2,2,64,9,2,0,0,-1,0,0,9,-1,-1
2016500120770,1,3,2,2,80,11,2,0,0,-1,0,0,9,-1,-1
2016500120770,2,1,1,2,44,7,2,0,0,0,0,0,9,3,4
2016500120784,1,1,1,1,29,6,2,0,0,0,0,0,5,3,5
2016500120804,1,1,1,1,57,9,3,0,0,0,0,0,3,1,2
2016500120809,2,1,1,1,57,9,2,0,0,0,0,0,1,1,2
2016500120816,1,1,1,2,23,5,2,0,0,0,0,0,9,1,8
2016500120816,1,2,2,1,1,1,2,0,0,1,0,0,9,1,3
2016500120824,2,1,1,1,32,6,3,0,0,0,0,0,1,1,4
2016500120878,1,1,1,1,61,9,2,0,0,0,0,0,9,2,4
2016500120886,1,1,1,1,17,4,2,0,0,0,0,0,9,-1,-1
2016500120886,1,4,2,1,16,4,2,0,0,1,0,0,9,3,5
2016500120886,2,2,2,2,35,6,2,0,0,2,0,0,9,2,4
2016500120886,2,3,2,2,1,1,3,0,0,2,0,0,9,2,4
2016500120904,2,1,1,2,59,9,3,0,0,0,0,0,9,2,7
2016500120936,1,1,1,1,22,5,2,0,0,0,0,0,19,2,5
2016500121149,1,1,1,2,37,7,3,0,0,0,0,0,9,2,5
2016500121149,1,2,2,2,84,11,3,0,0,1,0,0,9,3,4
2016500121166,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1
2016500121204,1,1,1,2,35,6,3,0,0,0,0,0,9,3,4
2016500121220,2,1,1,1,20,4,3,0,0,0,0,0,3,2,4
2016500121250,1,1,1,2,31,6,3,0,0,0,0,0,9,3,4
2016500121251,1,1,1,1,43,7,2,0,0,0,0,0,9,3,4
2016500121260,1,1,1,1,25,5,3,0,0,0,0,0,9,1,9
2016500121285,2,1,1,1,45,7,2,0,0,0,0,0,5,3,4
2016500121294,1,1,3,2,37,7,3,9,8,0,0,0,0,1,3
2016500121308,1,3,2,2,12,3,3,0,0,2,0,0,9,3,4
2016500121308,1,4,2,2,42,7,3,0,0,1,0,0,9,3,4
2016500121308,2,1,1,1,65,9,3,0,0,0,0,0,9,1,6
2016500121308,2,2,2,2,62,9,3,0,0,1,0,0,9,1,6
2016500121322,2,1,1,1,17,4,3,0,0,0,0,0,3,3,6
2016500121361,2,1,1,1,58,9,3,0,0,0,0,0,1,1,5
2016500121369,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
2016500121369,1,3,2,2,22,5,3,0,0,1,0,0,9,1,4
2016500121369,1,4,2,2,24,5,3,0,0,2,0,0,9,1,2
2016500121369,2,2,1,1,24,5,3,0,0,0,0,0,9,3,5
2016500121391,1,1,1,1,24,5,3,0,0,0,0,0,9,1,1
2016500121391,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,5
2016500121391,1,3,2,2,-1,-1,3,0,0,2,0,0,9,1,5
2016500121391,1,4,2,2,-1,-1,3,0,0,2,0,0,9,1,5
2016500121391,1,5,2,2,-1,-1,3,0,0,2,0,0,9,1,5
2016500121427,1,1,1,1,21,5,2,0,0,0,0,0,3,2,2
2016500121437,2,1,1,2,48,8,3,0,0,0,0,0,9,1,1
2016500121509,2,1,1,1,37,7,3,0,0,0,0,0,1,1,1
2016500121567,2,1,1,2,60,9,3,0,0,0,0,0,1,1,8
2016500121672,1,1,1,1,17,4,3,0,0,0,0,0,9,3,4
2016500121672,1,2,2,2,15,3,2,0,0,1,0,0,9,3,3
2016500121681,2,1,1,2,31,6,3,0,0,0,0,0,9,1,7
2016500121681,2,2,2,2,-1,-1,3,0,0,1,0,0,9,1,5
2016500121681,2,3,2,2,1,1,3,0,0,2,0,0,9,1,5
2016500121685,1,1,1,1,53,8,3,0,0,0,0,0,9,2,6
2016500121695,1,1,1,2,59,9,3,0,0,0,0,0,9,3,3
2016500121706,2,2,1,2,46,8,3,0,0,0,0,0,9,1,3
2016500121722,1,1,1,2,18,4,3,0,0,0,0,0,9,2,7
2016500121722,1,2,2,1,11,3,3,0,0,1,0,0,9,2,7
2016500121729,1,1,3,1,58,9,2,1,1,0,0,0,0,2,2
2016500121743,2,1,2,2,47,8,3,0,0,2,0,0,9,1,3
2016500121769,1,1,1,1,20,4,2,0,0,0,0,0,9,2,4
2016500121796,1,1,1,1,33,6,3,0,0,0,0,0,9,-1,-1
2016500121796,2,2,1,1,42,7,3,0,0,0,0,0,9,2,8
2016500121808,1,1,1,1,43,7,3,0,0,0,0,0,5,1,8
2016500121853,1,1,1,1,25,5,3,0,0,0,0,0,9,1,2
2016500121853,1,2,2,1,56,9,3,0,0,1,0,0,9,1,2
2016500121946,2,1,1,1,48,8,3,0,0,0,0,0,1,1,1
2016500121961,2,1,1,2,21,5,3,0,0,0,0,0,9,1,4
2016500121980,1,1,1,1,35,6,3,0,0,0,0,0,9,-1,-1
2016500122006,2,1,1,1,52,8,3,0,0,0,0,0,9,3,7
2016500122032,1,1,3,2,6,2,2,5,1,0,0,0,0,1,1
2016500122036,1,1,3,1,61,9,3,4,9,0,0,0,0,1,9
2016500122057,1,1,3,1,22,5,3,5,3,0,0,0,0,1,5
2016500122198,1,1,1,2,41,7,3,0,0,0,0,0,9,2,4
2016500122199,1,1,1,2,66,10,3,0,0,0,0,0,9,3,5
2016500122199,2,2,1,2,53,8,3,0,0,0,0,0,9,3,4
2016500122199,3,3,1,1,34,6,3,0,0,0,0,0,9,3,4
2016500122212,2,1,1,1,50,8,3,0,0,0,0,0,1,1,2
2016500122235,1,1,2,2,25,5,3,0,0,1,0,0,9,1,4
2016500122238,1,1,1,1,80,11,3,0,0,0,0,0,9,3,6
2016500122248,2,1,2,2,25,5,3,0,0,2,0,0,9,1,4
2016500122258,2,1,1,1,45,7,3,0,0,0,0,0,1,1,5
2016500122279,1,1,1,2,45,7,3,0,0,0,0,0,9,3,3
2016500122279,1,4,2,1,3,1,3,0,0,2,0,0,9,3,3
2016500122279,2,2,1,1,28,6,3,0,0,0,0,0,9,2,6
2016500122279,2,5,2,2,25,5,3,0,0,1,0,0,9,2,6
2016500122279,2,6,2,1,3,1,3,0,0,2,0,0,9,2,6
2016500122279,3,3,1,2,42,7,3,0,0,0,0,0,9,1,9
2016500122298,2,1,1,1,44,7,3,0,0,0,0,0,1,1,6
2016500122311,2,1,1,2,44,7,3,0,0,0,0,0,9,2,2
2016500122335,2,1,1,1,72,10,3,0,0,0,0,0,9,1,1
2016500122348,2,1,1,1,57,9,3,0,0,0,0,0,1,3,5
2016500122350,1,1,1,1,47,8,3,0,0,0,0,0,19,1,3
2016500122350,2,2,1,1,50,8,3,0,0,0,0,0,9,1,9
2016500122350,2,3,2,2,50,8,3,0,0,1,0,0,9,1,9
2016500122350,2,4,2,1,11,3,3,0,0,2,0,0,9,1,9
2016500122569,1,1,1,1,17,4,3,0,0,0,0,0,3,3,4
2016500122610,2,1,1,1,41,7,3,0,0,0,0,0,1,1,5
2016500122634,1,1,1,1,47,8,3,0,0,0,0,0,9,1,4
2016500122634,2,3,2,2,9,2,3,0,0,2,0,0,9,1,7
2016500122634,3,2,1,1,60,9,3,0,0,0,0,0,9,1,5
2016500122638,1,1,1,1,53,8,3,0,0,0,0,0,9,1,6
2016500122638,2,2,1,1,64,9,3,0,0,0,0,0,9,3,5
2016500122638,2,3,2,2,58,9,3,0,0,1,0,0,9,3,5
2016500122652,1,1,1,1,55,8,2,0,0,0,0,0,5,1,8
2016500122669,1,1,1,1,15,3,3,0,0,0,0,0,1,2,4
2016500122690,2,1,1,1,36,7,3,0,0,0,0,0,1,3,7
2016500122697,1,1,1,1,21,5,3,0,0,0,0,0,4,1,3
2016500122759,1,1,1,1,59,9,3,0,0,0,0,0,5,3,5
2016500122778,2,1,1,2,25,5,3,0,0,0,0,0,9,1,7
2016500123002,2,1,1,2,18,4,3,0,0,0,0,0,9,3,4
2016500123002,2,2,2,2,19,4,3,0,0,1,0,0,9,1,10
2016500123021,2,1,2,1,72,10,3,0,0,1,0,0,9,1,8
2016500123043,1,1,1,1,50,8,3,0,0,0,0,0,19,1,1
2016500123043,1,2,2,1,34,6,3,0,0,0,0,0,19,3,6
2016500123074,1,1,3,2,47,8,3,9,8,0,0,0,0,1,1
2016500123078,2,1,1,2,12,3,3,0,0,0,0,0,16,1,5
2016500123091,2,1,1,1,61,9,3,0,0,0,0,0,4,1,6
2016500123097,1,1,2,2,16,4,3,0,0,1,0,0,9,3,4
2016500123235,1,1,3,2,28,6,2,5,1,0,0,0,0,-1,-1
2016500123260,2,1,2,2,62,9,3,0,0,1,0,0,9,2,8
2016500123280,2,1,1,1,16,4,3,0,0,0,0,0,2,3,8
2016500123293,1,1,3,2,92,11,3,5,1,0,0,0,0,2,6
2016500123294,1,1,1,2,42,7,3,0,0,0,0,0,9,1,3
2016500123295,2,1,2,2,70,10,3,0,0,0,4,0,11,1,8
2016500123297,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
2016500123301,1,1,1,1,48,8,3,0,0,0,0,0,9,1,5
2016500123301,2,2,2,1,18,4,3,0,0,1,0,0,9,1,2
2016500123310,2,1,1,1,24,5,3,0,0,0,0,0,5,1,1
2016500123311,1,1,1,1,22,5,3,0,0,0,0,0,9,3,6
2016500123340,2,1,1,2,60,9,3,0,0,0,0,0,9,2,6
2016500123351,1,2,2,2,86,11,2,0,0,1,0,0,9,2,5
2016500123351,2,1,1,2,74,10,3,0,0,0,0,0,9,3,5
2016500123373,1,1,2,2,18,4,3,0,0,1,0,0,9,1,6
2016500123373,1,2,2,1,18,4,3,0,0,2,0,0,9,1,4
2016500123418,2,1,2,1,5,1,3,0,0,2,0,0,9,3,4
2016500123435,1,1,2,2,23,5,3,0,0,2,0,0,9,2,2
2016500123435,1,2,2,2,21,5,3,0,0,2,0,0,9,3,5
2016500123435,1,3,2,1,36,7,3,0,0,2,0,0,9,2,3
2016500123435,1,4,2,1,27,6,3,0,0,1,0,0,9,2,4
2016500123475,1,1,1,2,50,8,3,0,0,0,0,0,9,2,5
2016500123475,2,2,1,2,36,7,3,0,0,0,0,0,9,3,4
2016500123491,2,1,1,1,26,6,2,0,0,0,0,0,5,3,3
2016500123521,2,1,1,1,33,6,3,0,0,0,0,0,9,1,8
2016500123521,2,2,2,2,22,5,3,0,0,1,0,0,9,3,6
2016500123538,1,1,1,1,45,7,3,0,0,0,0,0,9,2,8
2016500123538,1,2,2,2,71,10,3,0,0,1,0,0,9,2,8
2016500123555,1,1,3,2,69,10,3,10,9,0,0,0,0,1,5
2016500123569,1,1,1,2,25,5,3,0,0,0,0,0,9,3,4
2016500123569,2,2,1,1,25,5,3,0,0,0,0,0,9,3,6
2016500123580,2,1,1,2,61,9,3,0,0,0,0,0,9,3,4
2016500123584,1,1,3,2,2,1,3,10,3,0,0,0,0,-1,-1
2016500123597,1,1,1,2,17,4,3,0,0,0,0,0,3,2,5
2016500123607,1,1,1,1,54,8,3,0,0,0,0,0,5,1,9
2016500123627,1,1,1,2,32,6,3,0,0,0,0,0,9,1,6
2016500123640,1,1,1,1,48,8,3,0,0,0,0,0,3,2,4
2016500123695,1,1,1,2,52,8,2,0,0,0,0,0,9,1,6
2016500123700,1,2,2,2,67,10,3,0,0,1,0,0,9,1,3
2016500123700,2,3,1,1,57,9,3,0,0,0,0,0,9,1,6
2016500123717,2,1,1,2,35,6,3,0,0,0,0,0,9,1,3
2016500123717,3,2,1,2,52,8,3,0,0,0,0,0,9,1,9
2016500123723,1,1,1,2,43,7,3,0,0,0,0,0,9,3,7
2016500123741,3,1,1,2,19,4,3,0,0,0,0,0,9,1,3
2016500123745,1,1,1,1,50,8,3,0,0,0,0,0,20,3,8
2016500123752,2,1,2,2,26,6,3,0,0,1,0,0,9,2,8
2016500123777,2,1,1,1,41,7,3,0,0,0,0,0,5,1,3
2016500123780,1,1,3,1,57,9,3,2,1,0,0,0,0,1,1
2016500123782,2,1,1,2,57,9,3,0,0,0,0,0,9,3,7
2016500123785,1,1,1,2,20,4,3,0,0,0,0,0,9,3,5
2016500123893,3,1,1,2,67,10,3,0,0,0,0,0,9,1,9
2016500123908,1,1,1,1,33,6,3,0,0,0,0,0,9,1,8
2016500123908,2,2,2,2,-1,-1,2,0,0,2,0,0,9,1,4
2016500123908,2,3,2,2,-1,-1,3,0,0,2,0,0,9,1,4
2016500123908,2,4,2,2,-1,-1,3,0,0,2,0,0,9,-1,-1
2016500123908,3,5,2,2,-1,-1,3,0,0,1,0,0,9,1,4
2016500124160,1,1,1,1,42,7,3,0,0,0,0,0,9,2,3
2016500124160,3,2,1,1,85,11,2,0,0,0,0,0,9,3,6
2016500124160,3,3,2,2,81,11,3,0,0,1,0,0,9,-1,-1
2016500124181,2,1,1,1,41,7,3,0,0,0,0,0,9,1,3
2016500124233,1,1,3,2,49,8,2,5,3,0,0,0,0,1,7
2016500124262,2,1,1,1,17,4,2,0,0,0,0,0,3,3,7
2016500124268,2,1,1,2,57,9,3,0,0,0,0,0,9,3,3
2016500124281,2,1,1,1,20,4,3,0,0,0,0,0,1,1,9
2016500124298,1,1,3,2,57,9,3,5,1,0,0,0,0,3,4
2016500124476,1,1,3,2,30,6,3,6,8,0,0,0,0,1,3
2016500124479,1,1,1,1,21,5,2,0,0,0,0,0,5,3,2
2016500124516,2,1,1,1,8,2,3,0,0,0,0,0,1,1,2
2016500124517,2,1,2,1,21,5,3,0,0,1,0,0,9,3,5
2016500124529,1,1,1,1,38,7,3,0,0,0,0,0,5,3,4
2016500124558,1,1,3,2,21,5,3,6,8,0,0,0,0,2,7
2016500124585,1,1,1,1,50,8,3,0,0,0,0,0,5,1,7
2016500124600,1,1,2,1,72,10,3,0,0,2,0,0,9,1,1
2016500124612,1,1,1,1,34,6,3,0,0,0,0,0,9,1,5
2016500124684,1,1,1,2,30,6,3,0,0,0,0,0,9,2,5
2016500124709,1,1,1,2,18,4,3,0,0,0,0,0,9,-1,-1
2016500124722,1,1,1,1,55,8,3,0,0,0,0,0,9,1,7
2016500124722,2,2,1,2,27,6,3,0,0,0,0,0,9,2,8
2016500124725,1,1,1,1,15,3,3,0,0,0,0,0,1,1,4
2016500124741,1,1,1,1,75,10,3,0,0,0,0,0,9,2,3
2016500124741,2,2,1,1,44,7,3,0,0,0,0,0,9,2,6
2016500124746,1,1,1,1,75,10,3,0,0,0,0,0,5,2,3
2016500124756,2,1,1,1,53,8,3,0,0,0,0,0,9,1,5
2016500124776,1,1,1,2,28,6,2,0,0,0,0,0,9,3,3
2016500124776,2,2,1,1,64,9,3,0,0,0,0,0,19,1,9
2016500124776,2,3,2,1,54,8,3,0,0,0,0,0,19,1,8
2016500124785,1,1,1,1,17,4,3,0,0,0,0,0,3,2,3
2016500124789,1,1,1,1,86,11,3,0,0,0,0,0,9,2,5
2016500124789,1,2,2,2,19,4,3,0,0,1,0,0,9,2,5
2016500124851,2,1,1,1,43,7,3,0,0,0,0,0,1,1,8
2016500124857,2,1,1,1,35,6,2,0,0,0,0,0,1,1,9
2016500124859,2,1,1,1,18,4,3,0,0,0,0,0,2,3,4
2016500124888,1,2,2,1,54,8,2,0,0,1,0,0,9,-1,-1
2016500124888,1,3,1,1,30,6,3,0,0,0,0,0,9,1,3
2016500125024,1,1,3,1,2,1,3,5,3,0,0,0,0,1,9
2016500125053,2,1,1,1,-1,-1,3,0,0,0,0,0,1,1,4
2016500125083,1,1,1,1,23,5,3,0,0,0,0,0,9,1,6
2016500125119,1,1,1,2,19,4,3,0,0,0,0,0,9,3,4
2016500125148,2,1,1,1,48,8,3,0,0,0,0,0,1,-1,-1
2016500125153,1,1,1,2,30,6,3,0,0,0,0,0,9,1,5
2016500125153,2,2,1,1,73,10,3,0,0,0,0,0,9,1,5
2016500125157,2,1,1,1,51,8,3,0,0,0,0,0,9,3,4
2016500125159,1,1,3,1,3,1,3,5,3,0,0,0,0,1,8
2016500125161,1,1,1,1,21,5,3,0,0,0,0,0,9,3,3
2016500125181,1,1,1,2,25,5,2,0,0,0,0,0,9,1,5
2016500125185,1,1,1,2,46,8,2,0,0,0,0,0,5,2,5
2016500125214,2,1,1,2,44,7,3,0,0,0,0,0,1,2,7
2016500125500,2,1,1,1,46,8,3,0,0,0,0,0,5,2,4
2016500125531,1,1,1,1,64,9,3,0,0,0,0,0,9,1,10
2016500125567,2,1,1,1,35,6,3,0,0,0,0,0,9,1,10
2016500125733,2,1,1,2,53,8,2,0,0,0,0,0,5,1,5
2016500125748,2,1,1,1,50,8,2,0,0,0,0,0,1,3,5
2016500125749,1,1,2,1,8,2,3,0,0,2,0,0,9,3,4
2016500125749,1,2,2,1,6,2,3,0,0,2,0,0,9,3,4
2016500125749,2,3,2,2,56,9,3,0,0,1,0,0,9,1,5
2016500125751,1,1,1,1,50,8,3,0,0,0,0,0,5,1,1
2016500125751,1,2,2,2,46,8,3,0,0,0,0,0,5,1,1
2016500125772,1,1,1,1,35,6,3,0,0,0,0,0,9,3,5
2016500125772,1,2,2,1,5,1,3,0,0,2,0,0,9,2,7
2016500125775,1,1,3,1,22,5,3,10,7,0,0,0,0,1,1
2016500125779,1,1,2,2,54,8,2,0,0,1,0,0,9,2,1
2016500125784,1,1,3,2,72,10,2,5,1,0,0,0,0,1,8
2016500125791,1,1,1,1,24,5,3,0,0,0,0,0,9,1,2
2016500125791,1,3,2,1,24,5,3,0,0,1,0,0,9,1,1
2016500125791,2,2,1,1,45,7,3,0,0,0,0,0,9,1,6
2016500125819,2,1,2,2,32,6,2,0,0,1,0,0,9,1,1
2016500125824,1,1,1,1,31,6,3,0,0,0,0,0,9,3,4
